6003.902360 -34.878427 1.712516 18.488000 0.035000 18.385188
6004.837130 -34.850763 1.711263 18.432000 0.026000 18.385188
6005.764100 -34.823355 1.710044 18.352000 0.029000 18.385188
6005.853670 -34.820709 1.709930 18.411000 0.025000 18.385188
6006.792770 -34.792972 1.708720 18.479000 0.025000 18.385188
6006.890750 -34.790080 1.708597 18.340000 0.020000 18.385188
6007.794050 -34.763427 1.707457 18.352000 0.026000 18.385188
6007.889230 -34.760621 1.707340 18.415000 0.021000 18.385188
6008.787640 -34.734139 1.706230 18.419000 0.031000 18.385188
6008.884120 -34.731298 1.706114 18.347000 0.024000 18.385188
6009.789100 -34.704650 1.705019 18.361000 0.023000 18.385188
6009.884430 -34.701845 1.704907 18.347000 0.021000 18.385188
6010.780770 -34.675478 1.703846 18.421000 0.025000 18.385188
6010.878950 -34.672592 1.703733 18.361000 0.020000 18.385188
6011.766850 -34.646500 1.702704 18.401000 0.031000 18.385188
6011.884780 -34.643037 1.702572 18.324000 0.030000 18.385188
6012.785130 -34.616606 1.701552 18.351000 0.025000 18.385188
6012.882530 -34.613750 1.701446 18.360000 0.017000 18.385188
6013.779250 -34.587452 1.700453 18.429000 0.023000 18.385188
6013.881450 -34.584458 1.700344 18.349000 0.022000 18.385188
6014.756200 -34.558831 1.699397 18.383000 0.028000 18.385188
6014.854740 -34.555946 1.699294 18.385000 0.022000 18.385188
6015.733350 -34.530232 1.698365 18.447000 0.029000 18.385188
6015.811510 -34.527946 1.698285 18.373000 0.018000 18.385188
6015.901300 -34.525321 1.698194 18.346000 0.019000 18.385188
6016.794140 -34.499218 1.697274 18.406000 0.022000 18.385188
6016.897600 -34.496196 1.697171 18.397000 0.019000 18.385188
6017.780510 -34.470410 1.696283 18.480000 0.022000 18.385188
6017.877260 -34.467587 1.696189 18.377000 0.018000 18.385188
6018.768880 -34.441573 1.695314 18.399000 0.029000 18.385188
6018.847650 -34.439277 1.695240 18.335000 0.019000 18.385188
6019.747480 -34.413049 1.694379 18.358000 0.031000 18.385188
6019.844120 -34.410235 1.694290 18.373000 0.019000 18.385188
