7186.687214 -0.352336 0.061151 17.317710 0.027707 17.204691
7187.629539 -0.326326 0.061185 17.207822 0.024985 17.130321
7187.745521 -0.323127 0.061192 17.194276 0.024256 17.120735
7187.860966 -0.319944 0.061198 17.179041 0.024096 17.111092
7188.676188 -0.297445 0.061226 17.109629 0.022735 17.039876
7189.615038 -0.271545 0.061259 17.003709 0.020869 16.950618
7189.830834 -0.265597 0.061270 16.977431 0.020430 16.928907
7190.632064 -0.243495 0.061295 16.873991 0.018466 16.843771
7190.667098 -0.242530 0.061297 16.851137 0.017991 16.839884
7190.698950 -0.241652 0.061299 16.880056 0.018525 16.836337
7190.725985 -0.240907 0.061301 16.852326 0.017971 16.833317
7190.780969 -0.239392 0.061303 16.894214 0.019147 16.827147
7190.839663 -0.237775 0.061306 16.874812 0.018866 16.820520
7190.874361 -0.236819 0.061307 16.861312 0.018876 16.816581
7190.891709 -0.236341 0.061308 16.852798 0.018433 16.814606
7191.621041 -0.216225 0.061328 16.788323 0.017866 16.727885
7191.650028 -0.215426 0.061330 16.762266 0.016934 16.724291
7191.742393 -0.212882 0.061335 16.764801 0.017127 16.712758
7191.779009 -0.211873 0.061337 16.781036 0.017769 16.708152
7191.814253 -0.210903 0.061338 16.768881 0.017860 16.703699
7192.641180 -0.188102 0.061361 16.608695 0.016826 16.593476
7192.804609 -0.183601 0.061369 16.593034 0.028341 16.570360
7192.833645 -0.182802 0.061370 16.595272 0.014934 16.566203
7192.881434 -0.181485 0.061372 16.592818 0.015323 16.559326
7192.890362 -0.181240 0.061372 16.584577 0.015063 16.558036
7193.630456 -0.160835 0.061390 16.424979 0.012772 16.445662
7193.664054 -0.159910 0.061391 16.445876 0.013032 16.440303
7193.693053 -0.159111 0.061393 16.431401 0.012874 16.435659
7193.734480 -0.157970 0.061395 16.419346 0.012646 16.428994
7193.767969 -0.157048 0.061396 16.384987 0.012215 16.423578
7193.804302 -0.156048 0.061398 16.392419 0.012282 16.417675
7193.833688 -0.155239 0.061399 16.408674 0.012528 16.412879
7193.872121 -0.154180 0.061400 16.433366 0.013117 16.406576
7194.620442 -0.133553 0.061415 16.275777 0.011157 16.276864
7194.660041 -0.132462 0.061417 16.264075 0.011205 16.269629
7194.710571 -0.131071 0.061419 16.251594 0.011026 16.260341
7194.747462 -0.130056 0.061421 16.245264 0.011196 16.253518
7195.630374 -0.105726 0.061438 16.047606 0.015416 16.079166
7195.654997 -0.105048 0.061440 16.035902 0.017998 16.074004
7195.699929 -0.103811 0.061441 15.985492 0.022341 16.064542
7195.785851 -0.101446 0.061445 16.020612 0.016304 16.046292
7195.812228 -0.100720 0.061445 15.996378 0.013665 16.040648
7196.785916 -0.073895 0.061463 15.792391 0.010216 15.819525
7196.833413 -0.072588 0.061464 15.811922 0.008345 15.808219
7196.865678 -0.071700 0.061464 15.808098 0.008515 15.800517
7198.626235 -0.023200 0.061482 15.410112 0.006505 15.408050
7198.674710 -0.021866 0.061483 15.387520 0.006216 15.400477
7198.699419 -0.021186 0.061484 15.399308 0.007049 15.396750
7198.773587 -0.019145 0.061486 15.394536 0.006329 15.386127
7198.819931 -0.017870 0.061486 15.375926 0.006548 15.379936
7198.845229 -0.017174 0.061486 15.403496 0.007229 15.376706
7200.560308 0.030065 0.061485 15.450601 0.007988 15.452125
7200.588532 0.030842 0.061485 15.469208 0.007089 15.457578
7200.618438 0.031665 0.061486 15.470525 0.008669 15.463444
7200.648561 0.032494 0.061486 15.449097 0.009235 15.469442
7200.682869 0.033438 0.061487 15.475264 0.007343 15.476376
7200.721144 0.034491 0.061488 15.479581 0.008209 15.484235
7200.750085 0.035287 0.061488 15.465224 0.007518 15.490259
7200.779051 0.036084 0.061488 15.494446 0.008268 15.496356
7200.832102 0.037544 0.061488 15.523496 0.008373 15.507688
7200.861714 0.038359 0.061488 15.552200 0.012305 15.514100
7202.664077 0.087995 0.061467 15.959490 0.014993 15.938729
7202.697897 0.088926 0.061467 15.960443 0.010705 15.946381
7202.728673 0.089772 0.061467 15.968881 0.013675 15.953317
7202.757963 0.090578 0.061467 16.000663 0.016525 15.959896
7202.794330 0.091579 0.061467 15.981987 0.014128 15.968032
7202.822812 0.092362 0.061466 15.978732 0.011662 15.974380
7202.850407 0.093121 0.061466 16.015664 0.016526 15.980509
7203.594619 0.113620 0.061447 16.134627 0.012072 16.138127
7203.648644 0.115107 0.061447 16.112511 0.010752 16.148969
7204.536288 0.139551 0.061421 16.315702 0.015945 16.315999
7204.566365 0.140379 0.061421 16.324085 0.014996 16.321306
7204.603256 0.141394 0.061421 16.297471 0.012677 16.327784
7204.631645 0.142175 0.061420 16.305710 0.012984 16.332746
7204.689865 0.143777 0.061420 16.319343 0.013014 16.342860
7204.751467 0.145472 0.061419 16.316423 0.012933 16.353471
7205.722566 0.172213 0.061384 16.474300 0.014778 16.509672
7206.566916 0.195468 0.061345 16.591006 0.015794 16.630296
7206.692255 0.198917 0.061342 16.578531 0.015323 16.647131
7206.753898 0.200613 0.061340 16.589844 0.015376 16.655315
7206.821046 0.202460 0.061338 16.666682 0.017020 16.664160
7207.713574 0.227043 0.061290 16.745046 0.017715 16.775382
