7100.000000 -2.931543 0.178883 18.365232
7100.003631 -2.931431 0.178872 18.365230
7100.007263 -2.931318 0.178861 18.365227
7100.010894 -2.931206 0.178850 18.365225
7100.014525 -2.931094 0.178839 18.365222
7100.018156 -2.930981 0.178828 18.365220
7100.021788 -2.930869 0.178817 18.365217
7100.025419 -2.930757 0.178806 18.365214
7100.029050 -2.930644 0.178795 18.365212
7100.032682 -2.930532 0.178784 18.365209
7100.036313 -2.930420 0.178773 18.365207
7100.039944 -2.930307 0.178762 18.365204
7100.043575 -2.930195 0.178751 18.365202
7100.047207 -2.930083 0.178741 18.365199
7100.050838 -2.929970 0.178730 18.365197
7100.054469 -2.929858 0.178719 18.365194
7100.058100 -2.929745 0.178708 18.365192
7100.061732 -2.929633 0.178697 18.365189
7100.065363 -2.929521 0.178686 18.365187
7100.068994 -2.929408 0.178675 18.365184
7100.072626 -2.929296 0.178664 18.365181
7100.076257 -2.929184 0.178653 18.365179
7100.079888 -2.929071 0.178642 18.365176
7100.083519 -2.928959 0.178631 18.365174
7100.087151 -2.928847 0.178620 18.365171
7100.090782 -2.928734 0.178609 18.365169
7100.094413 -2.928622 0.178598 18.365166
7100.098045 -2.928509 0.178587 18.365164
7100.101676 -2.928397 0.178576 18.365161
7100.105307 -2.928285 0.178566 18.365159
7100.108938 -2.928172 0.178555 18.365156
7100.112570 -2.928060 0.178544 18.365153
7100.116201 -2.927948 0.178533 18.365151
7100.119832 -2.927835 0.178522 18.365148
7100.123464 -2.927723 0.178511 18.365146
7100.127095 -2.927611 0.178500 18.365143
7100.130726 -2.927498 0.178489 18.365141
7100.134357 -2.927386 0.178478 18.365138
7100.137989 -2.927273 0.178467 18.365136
7100.141620 -2.927161 0.178456 18.365133
7100.145251 -2.927049 0.178445 18.365131
7100.148882 -2.926936 0.178434 18.365128
7100.152514 -2.926824 0.178423 18.365125
7100.156145 -2.926712 0.178412 18.365123
7100.159776 -2.926599 0.178401 18.365120
7100.163408 -2.926487 0.178391 18.365118
7100.167039 -2.926375 0.178380 18.365115
7100.170670 -2.926262 0.178369 18.365113
7100.174301 -2.926150 0.178358 18.365110
7100.177933 -2.926037 0.178347 18.365108
7100.181564 -2.925925 0.178336 18.365105
7100.185195 -2.925813 0.178325 18.365102
7100.188827 -2.925700 0.178314 18.365100
7100.192458 -2.925588 0.178303 18.365097
7100.196089 -2.925476 0.178292 18.365095
7100.199720 -2.925363 0.178281 18.365092
7100.203352 -2.925251 0.178270 18.365090
7100.206983 -2.925139 0.178259 18.365087
7100.210614 -2.925026 0.178248 18.365085
7100.214246 -2.924914 0.178237 18.365082
7100.217877 -2.924801 0.178227 18.365079
7100.221508 -2.924689 0.178216 18.365077
7100.225139 -2.924577 0.178205 18.365074
7100.228771 -2.924464 0.178194 18.365072
7100.232402 -2.924352 0.178183 18.365069
7100.236033 -2.924240 0.178172 18.365067
7100.239664 -2.924127 0.178161 18.365064
7100.243296 -2.924015 0.178150 18.365062
7100.246927 -2.923902 0.178139 18.365059
7100.250558 -2.923790 0.178128 18.365056
7100.254190 -2.923678 0.178117 18.365054
7100.257821 -2.923565 0.178106 18.365051
7100.261452 -2.923453 0.178095 18.365049
7100.265083 -2.923341 0.178084 18.365046
7100.268715 -2.923228 0.178074 18.365044
7100.272346 -2.923116 0.178063 18.365041
7100.275977 -2.923004 0.178052 18.365038
7100.279609 -2.922891 0.178041 18.365036
7100.283240 -2.922779 0.178030 18.365033
7100.286871 -2.922666 0.178019 18.365031
7100.290502 -2.922554 0.178008 18.365028
7100.294134 -2.922442 0.177997 18.365026
7100.297765 -2.922329 0.177986 18.365023
7100.301396 -2.922217 0.177975 18.365020
7100.305028 -2.922105 0.177964 18.365018
7100.308659 -2.921992 0.177953 18.365015
7100.312290 -2.921880 0.177942 18.365013
7100.315921 -2.921767 0.177931 18.365010
7100.319553 -2.921655 0.177921 18.365008
7100.323184 -2.921543 0.177910 18.365005
7100.326815 -2.921430 0.177899 18.365003
7100.330446 -2.921318 0.177888 18.365000
7100.334078 -2.921206 0.177877 18.364997
7100.337709 -2.921093 0.177866 18.364995
7100.341340 -2.920981 0.177855 18.364992
7100.344972 -2.920868 0.177844 18.364990
7100.348603 -2.920756 0.177833 18.364987
7100.352234 -2.920644 0.177822 18.364985
7100.355865 -2.920531 0.177811 18.364982
7100.359497 -2.920419 0.177800 18.364979
7100.363128 -2.920307 0.177789 18.364977
7100.366759 -2.920194 0.177779 18.364974
7100.370391 -2.920082 0.177768 18.364972
7100.374022 -2.919969 0.177757 18.364969
7100.377653 -2.919857 0.177746 18.364967
7100.381284 -2.919745 0.177735 18.364964
7100.384916 -2.919632 0.177724 18.364961
7100.388547 -2.919520 0.177713 18.364959
7100.392178 -2.919408 0.177702 18.364956
7100.395810 -2.919295 0.177691 18.364954
7100.399441 -2.919183 0.177680 18.364951
7100.403072 -2.919070 0.177669 18.364948
7100.406703 -2.918958 0.177658 18.364946
7100.410335 -2.918846 0.177648 18.364943
7100.413966 -2.918733 0.177637 18.364941
7100.417597 -2.918621 0.177626 18.364938
7100.421228 -2.918509 0.177615 18.364936
7100.424860 -2.918396 0.177604 18.364933
7100.428491 -2.918284 0.177593 18.364930
7100.432122 -2.918171 0.177582 18.364928
7100.435754 -2.918059 0.177571 18.364925
7100.439385 -2.917947 0.177560 18.364923
7100.443016 -2.917834 0.177549 18.364920
7100.446647 -2.917722 0.177538 18.364917
7100.450279 -2.917610 0.177527 18.364915
7100.453910 -2.917497 0.177517 18.364912
7100.457541 -2.917385 0.177506 18.364910
7100.461173 -2.917272 0.177495 18.364907
7100.464804 -2.917160 0.177484 18.364905
7100.468435 -2.917048 0.177473 18.364902
7100.472066 -2.916935 0.177462 18.364899
7100.475698 -2.916823 0.177451 18.364897
7100.479329 -2.916710 0.177440 18.364894
7100.482960 -2.916598 0.177429 18.364892
7100.486591 -2.916486 0.177418 18.364889
7100.490223 -2.916373 0.177407 18.364886
7100.493854 -2.916261 0.177396 18.364884
7100.497485 -2.916149 0.177386 18.364881
7100.501117 -2.916036 0.177375 18.364879
7100.504748 -2.915924 0.177364 18.364876
7100.508379 -2.915811 0.177353 18.364874
7100.512010 -2.915699 0.177342 18.364871
7100.515642 -2.915587 0.177331 18.364868
7100.519273 -2.915474 0.177320 18.364866
7100.522904 -2.915362 0.177309 18.364863
7100.526536 -2.915250 0.177298 18.364861
7100.530167 -2.915137 0.177287 18.364858
7100.533798 -2.915025 0.177276 18.364855
7100.537429 -2.914912 0.177265 18.364853
7100.541061 -2.914800 0.177255 18.364850
7100.544692 -2.914688 0.177244 18.364848
7100.548323 -2.914575 0.177233 18.364845
7100.551955 -2.914463 0.177222 18.364842
7100.555586 -2.914350 0.177211 18.364840
7100.559217 -2.914238 0.177200 18.364837
7100.562848 -2.914126 0.177189 18.364835
7100.566480 -2.914013 0.177178 18.364832
7100.570111 -2.913901 0.177167 18.364829
7100.573742 -2.913789 0.177156 18.364827
7100.577373 -2.913676 0.177145 18.364824
7100.581005 -2.913564 0.177135 18.364822
7100.584636 -2.913451 0.177124 18.364819
7100.588267 -2.913339 0.177113 18.364816
7100.591899 -2.913227 0.177102 18.364814
7100.595530 -2.913114 0.177091 18.364811
7100.599161 -2.913002 0.177080 18.364809
7100.602792 -2.912889 0.177069 18.364806
7100.606424 -2.912777 0.177058 18.364803
7100.610055 -2.912665 0.177047 18.364801
7100.613686 -2.912552 0.177036 18.364798
7100.617318 -2.912440 0.177026 18.364796
7100.620949 -2.912328 0.177015 18.364793
7100.624580 -2.912215 0.177004 18.364790
7100.628211 -2.912103 0.176993 18.364788
7100.631843 -2.911990 0.176982 18.364785
7100.635474 -2.911878 0.176971 18.364783
7100.639105 -2.911766 0.176960 18.364780
7100.642737 -2.911653 0.176949 18.364777
7100.646368 -2.911541 0.176938 18.364775
7100.649999 -2.911428 0.176927 18.364772
7100.653630 -2.911316 0.176916 18.364770
7100.657262 -2.911204 0.176906 18.364767
7100.660893 -2.911091 0.176895 18.364764
7100.664524 -2.910979 0.176884 18.364762
7100.668155 -2.910867 0.176873 18.364759
7100.671787 -2.910754 0.176862 18.364757
7100.675418 -2.910642 0.176851 18.364754
7100.679049 -2.910529 0.176840 18.364751
7100.682681 -2.910417 0.176829 18.364749
7100.686312 -2.910305 0.176818 18.364746
7100.689943 -2.910192 0.176807 18.364744
7100.693574 -2.910080 0.176797 18.364741
7100.697206 -2.909967 0.176786 18.364738
7100.700837 -2.909855 0.176775 18.364736
7100.704468 -2.909743 0.176764 18.364733
7100.708100 -2.909630 0.176753 18.364730
7100.711731 -2.909518 0.176742 18.364728
7100.715362 -2.909405 0.176731 18.364725
7100.718993 -2.909293 0.176720 18.364723
7100.722625 -2.909181 0.176709 18.364720
7100.726256 -2.909068 0.176698 18.364717
7100.729887 -2.908956 0.176688 18.364715
7100.733519 -2.908843 0.176677 18.364712
7100.737150 -2.908731 0.176666 18.364710
7100.740781 -2.908619 0.176655 18.364707
7100.744412 -2.908506 0.176644 18.364704
7100.748044 -2.908394 0.176633 18.364702
7100.751675 -2.908282 0.176622 18.364699
7100.755306 -2.908169 0.176611 18.364696
7100.758937 -2.908057 0.176600 18.364694
7100.762569 -2.907944 0.176589 18.364691
7100.766200 -2.907832 0.176579 18.364689
7100.769831 -2.907720 0.176568 18.364686
7100.773463 -2.907607 0.176557 18.364683
7100.777094 -2.907495 0.176546 18.364681
7100.780725 -2.907382 0.176535 18.364678
7100.784356 -2.907270 0.176524 18.364676
7100.787988 -2.907158 0.176513 18.364673
7100.791619 -2.907045 0.176502 18.364670
7100.795250 -2.906933 0.176491 18.364668
7100.798882 -2.906820 0.176481 18.364665
