6066.938540 -33.072054 1.661316 18.290000 0.021000 18.385104 20.509684
6380.791420 -23.854623 1.153125 18.273000 0.021000 18.385100 28.495261
6381.901630 -23.822159 1.151989 18.286000 0.018000 18.385100 30.311142
6752.736230 -12.974790 0.613102 18.276000 0.024000 18.385030 20.638092
6787.743980 -11.974545 0.595400 18.273000 0.021000 18.385002 28.445460
7117.902960 -2.292601 0.079562 18.256000 0.018000 18.341427 22.523989
7156.829500 -1.182204 0.061129 18.230000 0.017000 18.150532 21.851775
7172.698230 -0.739475 0.060076 17.949000 0.018000 17.858586 25.230529
7180.691020 -0.517954 0.060207 17.635000 0.013000 17.563761 30.029557
7181.712010 -0.489712 0.060241 17.607000 0.012000 17.513338 60.920627
7182.724370 -0.461720 0.060276 17.536000 0.012000 17.459520 40.619378
7183.739880 -0.433650 0.060312 17.465000 0.012000 17.401290 28.187251
7184.775500 -0.405036 0.060351 17.409000 0.013000 17.337016 30.660925
7185.782770 -0.377213 0.060389 17.322000 0.010000 17.269168 27.912202
7189.666960 -0.269997 0.060533 16.993000 0.008000 16.943448 38.365636
7193.686940 -0.159142 0.060664 16.466000 0.005000 16.433116 43.254298
7197.851760 -0.044377 0.060749 15.530000 0.004000 15.553358 34.099760
7198.882770 -0.015975 0.060758 15.323000 0.003000 15.358082 136.749636
7206.737490 0.200371 0.060612 16.598000 0.008000 16.652041 45.631714
7207.754490 0.228384 0.060560 16.720000 0.010000 16.779283 35.144741
7211.493520 0.331402 0.060282 17.081000 0.012000 17.143946 27.515270
7212.530900 0.359990 0.060183 17.161000 0.009000 17.224120 49.186844
7217.640220 0.500872 0.059517 17.448000 0.013000 17.533553 43.309561
