6095.877330 -32.269761 1.661447 16.851475 0.323080 18.385104 22.533076
6111.218516 -31.847103 1.661450 18.159228 0.542478 18.385104 0.173371
6189.944039 -29.638106 1.604987 17.987749 0.535373 18.385103 0.550861
6443.189651 -22.081180 1.127311 17.420695 0.547958 18.385097 3.097574
6443.939680 -22.060364 1.127310 18.172489 0.648825 18.385097 0.107375
6500.019826 -20.512298 1.123505 17.874336 0.525156 18.385094 0.945918
6740.072396 -13.345204 0.626167 16.742662 0.727642 18.385038 5.094595
6770.192402 -12.471930 0.601287 16.508787 0.856498 18.385017 4.798654
6794.901161 -11.773762 0.594317 18.019920 0.567462 18.384995 0.413895
6795.925534 -11.745109 0.594212 17.491607 0.795596 18.384994 1.260939
6823.967357 -10.967014 0.594132 17.828216 0.587884 18.384959 0.896863
6836.273699 -10.627844 0.594369 18.075613 0.064325 18.384940 23.124698
6844.211731 -10.409200 0.594067 17.304872 0.653919 18.384925 2.727987
6873.116024 -9.609822 0.586579 18.207859 0.599883 18.384859 0.087059
7180.283535 -0.529235 0.060196 17.715534 0.660563 17.582899 0.040317
7181.044375 -0.508180 0.060218 17.670597 0.027590 17.546726 20.157464
7188.041256 -0.314858 0.060473 17.768981 0.587922 17.094108 1.317664
7201.280165 0.050060 0.060755 17.155764 0.247189 15.602462 39.486944
7213.886715 0.397360 0.060034 17.228504 0.013769 17.318735 42.944420
7213.953430 0.399198 0.060028 17.249496 0.015889 17.323121 21.471258
7214.938201 0.426349 0.059906 17.309527 0.014422 17.385254 27.570873
7228.870149 0.811226 0.056827 17.525290 0.592246 17.925949 0.457663
